file,offset,valid_instructions_count,arch
97.exe,80405,715,32
97.exe,32457,18,32
97.exe,64843,26,32
97.exe,693,627,32
97.exe,5549,5,32
97.exe,17664,77,32
97.exe,74078,5,32
97.exe,3693,305,32
97.exe,59833,47,32
97.exe,22373,14,32
97.exe,13604,55,32
97.exe,74701,126,32
97.exe,44847,12,32
97.exe,13885,25,32
97.exe,14171,4,32
97.exe,33377,13,32
97.exe,34133,30,32
97.exe,21343,34,32
97.exe,33387,8,32
97.exe,68864,25,32
97.exe,71158,106,32
97.exe,7078,65,32
97.exe,59006,82,32
97.exe,45393,73,32
97.exe,12174,69,32
97.exe,68685,12,32
97.exe,13702,18,32
97.exe,51918,36,32
97.exe,72399,4,32
97.exe,1327,324,32
97.exe,56297,24,32
97.exe,55551,18,32
97.exe,31458,17,32
97.exe,5343,8,32
97.exe,93,20,32
97.exe,21993,9,32
97.exe,43311,29,32
97.exe,77209,2043,32
97.exe,19428,8,32
97.exe,84754,352,32
97.exe,50909,69,32
97.exe,23650,35,32
97.exe,71118,124,32
97.exe,55484,41,32
97.exe,40978,16,32
97.exe,65138,6,32
97.exe,37363,124,32
97.exe,3772,267,32
97.exe,49377,23,32
97.exe,67312,12,32
97.exe,35981,5,32
97.exe,50336,14,32
97.exe,24422,10,32
97.exe,47989,8,32
97.exe,77138,2064,32
97.exe,10606,63,32
97.exe,65002,3,32
97.exe,80695,587,32
97.exe,82510,1291,32
97.exe,66019,21,32
97.exe,65904,28,32
97.exe,24314,14,32
97.exe,72044,46,32
97.exe,7446,45,32
97.exe,74130,15,32
97.exe,69151,58,32
97.exe,79337,1208,32
97.exe,76262,2323,32
97.exe,6366,2,32
97.exe,63094,5,32
97.exe,53652,22,32
97.exe,61485,86,32
97.exe,40707,2,32
97.exe,29754,20,32
97.exe,84769,347,32
97.exe,85118,193,32
97.exe,1237,366,32
97.exe,1306,331,32
97.exe,8742,15,32
97.exe,51616,27,32
97.exe,3834,236,32
97.exe,39010,31,32
97.exe,61435,105,32
97.exe,37436,86,32
97.exe,25937,9,32
97.exe,11613,21,32
97.exe,68197,17,32
97.exe,38913,10,32
97.exe,29787,8,32
97.exe,4948,33,32
97.exe,25692,31,32
97.exe,77250,2035,32
97.exe,38168,28,32
97.exe,34769,47,32
97.exe,18312,14,32
97.exe,8338,2,32
97.exe,5149,77,32
97.exe,23467,31,32
97.exe,37904,47,32
97.exe,6087,42,32
97.exe,72900,18,32
97.exe,16507,55,32
97.exe,55925,2,32
97.exe,70683,6,32
97.exe,52873,36,32
97.exe,23767,28,32
97.exe,18450,7,32
97.exe,47705,16,32
97.exe,30437,40,32
97.exe,16952,1,32
97.exe,37417,93,32
97.exe,27696,11,32
97.exe,63611,20,32
97.exe,69293,4,32
97.exe,77514,1942,32
97.exe,67197,25,32
97.exe,9744,11,32
97.exe,41950,30,32
97.exe,33321,6,32
97.exe,79954,932,32
97.exe,51717,33,32
97.exe,44912,40,32
97.exe,13854,37,32
97.exe,63264,13,32
97.exe,81800,159,32
97.exe,82928,1126,32
97.exe,72509,6,32
97.exe,63029,33,32
97.exe,73549,31,32
97.exe,18610,6,32
97.exe,49955,7,32
97.exe,19339,25,32
97.exe,50036,73,32
97.exe,21775,9,32
97.exe,84293,528,32
97.exe,5971,17,32
97.exe,70048,22,32
97.exe,72201,15,32
97.exe,41981,17,32
97.exe,15357,42,32
97.exe,54858,36,32
97.exe,83564,833,32
97.exe,25582,75,32
97.exe,21082,8,32
97.exe,8245,39,32
97.exe,9731,14,32
97.exe,80377,728,32
97.exe,12595,40,32
97.exe,32889,131,32
97.exe,12685,4,32
97.exe,75290,2715,32
97.exe,42210,5,32
97.exe,26539,31,32
97.exe,65,30,32
97.exe,34104,45,32
97.exe,5357,2,32
97.exe,10026,17,32
97.exe,4507,51,32
97.exe,33051,61,32
97.exe,62382,99,32
97.exe,66781,4,32
97.exe,4928,40,32
97.exe,31789,59,32
97.exe,10840,1,32
97.exe,50684,45,32
97.exe,4129,104,32
97.exe,4565,26,32
97.exe,12801,1,32
97.exe,32305,76,32
97.exe,57047,15,32
97.exe,30484,25,32
97.exe,52832,8,32
97.exe,65579,27,32
97.exe,32933,112,32
97.exe,80815,543,32
97.exe,33763,3,32
97.exe,41210,17,32
97.exe,44795,16,32
97.exe,20190,6,32
97.exe,43684,13,32
97.exe,25087,18,32
97.exe,40746,57,32
97.exe,54133,7,32
97.exe,3131,589,32
97.exe,82682,1222,32
97.exe,3547,373,32
97.exe,51168,7,32
97.exe,76740,2174,32
97.exe,51657,19,32
97.exe,41998,12,32
97.exe,3397,450,32
97.exe,67783,45,32
97.exe,75919,2465,32
97.exe,35139,17,32
97.exe,37020,48,32
97.exe,34283,15,32
97.exe,45814,40,32
97.exe,72392,5,32
97.exe,70900,7,32
97.exe,19263,28,32
97.exe,38796,27,32
97.exe,3827,239,32
97.exe,38384,60,32
97.exe,54529,37,32
97.exe,76590,2214,32
97.exe,48187,29,32
97.exe,49824,8,32
97.exe,29161,5,32
97.exe,76773,2167,32
97.exe,7317,19,32
97.exe,83391,913,32
97.exe,79582,1090,32
97.exe,39546,33,32
97.exe,74708,120,32
97.exe,43610,45,32
97.exe,48633,40,32
97.exe,23426,8,32
97.exe,54507,6,32
97.exe,83414,900,32
97.exe,75424,2650,32
97.exe,10676,36,32
97.exe,64427,52,32
97.exe,22493,9,32
97.exe,17979,69,32
97.exe,76138,2375,32
97.exe,15820,4,32
97.exe,17725,43,32
97.exe,19056,14,32
97.exe,6331,2,32
97.exe,2513,906,32
97.exe,68278,49,32
97.exe,22198,33,32
97.exe,51126,20,32
97.exe,55434,14,32
97.exe,6268,21,32
97.exe,21516,2,32
97.exe,65141,4,32
97.exe,68244,60,32
97.exe,647,646,32
97.exe,55002,13,32
97.exe,80130,840,32
97.exe,51935,27,32
97.exe,54483,14,32
97.exe,60045,71,32
97.exe,48312,18,32
97.exe,59894,22,32
97.exe,23877,10,32
97.exe,14358,102,32
97.exe,71749,37,32
97.exe,59410,32,32
97.exe,21532,29,32
97.exe,31643,2,32
97.exe,60614,30,32
97.exe,63981,27,32
97.exe,33719,18,32
97.exe,30475,29,32
97.exe,55920,5,32
97.exe,46988,2,32
97.exe,49517,8,32
97.exe,9334,28,32
97.exe,79465,1147,32
97.exe,80539,653,32
97.exe,46470,10,32
97.exe,14265,30,32
97.exe,31621,12,32
97.exe,84089,607,32
97.exe,27485,24,32
97.exe,51437,45,32
97.exe,34228,16,32
97.exe,73509,49,32
97.exe,68863,25,32
97.exe,85064,220,32
97.exe,14473,46,32
97.exe,5630,17,32
97.exe,39045,17,32
97.exe,74700,125,32
97.exe,3619,339,32
97.exe,33742,11,32
97.exe,22633,46,32
97.exe,65521,3,32
97.exe,20555,93,32
97.exe,84868,314,32
97.exe,32702,30,32
97.exe,70943,36,32
97.exe,5471,32,32
97.exe,57890,12,32
97.exe,64559,3,32
97.exe,66291,13,32
97.exe,1510,238,32
97.exe,16243,11,32
97.exe,5617,23,32
97.exe,41772,34,32
97.exe,68136,41,32
97.exe,63659,1,32
97.exe,76669,2185,32
97.exe,63124,19,32
97.exe,8886,56,32
97.exe,27361,68,32
97.exe,85432,36,32
97.exe,22724,14,32
97.exe,48867,6,32
97.exe,55522,28,32
97.exe,9610,40,32
97.exe,6100,35,32
97.exe,12993,220,32
97.exe,37750,3,32
97.exe,35512,4,32
97.exe,56450,39,32
97.exe,8839,75,32
97.exe,59021,78,32
97.exe,71316,35,32
97.exe,39803,70,32
97.exe,56187,11,32
97.exe,2628,849,32
97.exe,67492,23,32
97.exe,34146,25,32
97.exe,72233,3,32
97.exe,3246,531,32
97.exe,79873,965,32
97.exe,50692,43,32
97.exe,56417,50,32
97.exe,16268,55,32
97.exe,71674,66,32
97.exe,65919,23,32
97.exe,7653,4,32
97.exe,9088,12,32
97.exe,8492,19,32
97.exe,58958,103,32
97.exe,26504,49,32
97.exe,35556,13,32
97.exe,6736,29,32
97.exe,66834,3,32
97.exe,2715,803,32
97.exe,6193,3,32
97.exe,63171,52,32
97.exe,49971,1,32
97.exe,36138,46,32
97.exe,33755,5,32
97.exe,40977,15,32
97.exe,11212,10,32
98.exe,15034,675,32
98.exe,13561,1411,32
98.exe,4514,597,32
98.exe,12581,1901,32
98.exe,12643,1870,32
98.exe,437,2626,32
98.exe,14652,866,32
98.exe,8506,352,32
98.exe,11752,2314,32
98.exe,5830,41,32
98.exe,5470,167,32
98.exe,7184,973,32
98.exe,9329,6,32
98.exe,2381,1656,32
98.exe,637,2528,32
98.exe,8407,401,32
98.exe,12054,2163,32
98.exe,1159,2267,32
98.exe,1690,2001,32
98.exe,5996,1444,32
98.exe,4020,836,32
98.exe,16159,112,32
98.exe,16148,118,32
98.exe,6337,1310,32
98.exe,10788,2796,32
98.exe,3191,1251,32
98.exe,11552,2414,32
98.exe,5904,10,32
98.exe,2193,1750,32
98.exe,4274,717,32
98.exe,16061,161,32
98.exe,16242,71,32
98.exe,5392,194,32
98.exe,478,2608,32
98.exe,11382,2499,32
98.exe,2676,1508,32
98.exe,942,2375,32
98.exe,8498,356,32
98.exe,4768,470,32
98.exe,4122,787,32
98.exe,15996,194,32
98.exe,9088,101,32
98.exe,7725,735,32
98.exe,13978,1203,32
98.exe,12879,1752,32
98.exe,13807,1288,32
98.exe,11512,2434,32
98.exe,7803,696,32
98.exe,6505,1249,32
98.exe,10531,2924,32
98.exe,14272,1056,32
98.exe,5653,89,32
98.exe,8111,542,32
98.exe,13953,1215,32
98.exe,16265,59,32
98.exe,13665,1359,32
98.exe,13203,1590,32
98.exe,5826,41,32
98.exe,3586,1053,32
98.exe,8791,221,32
98.exe,13074,1655,32
98.exe,7702,745,32
98.exe,9303,12,32
98.exe,15744,320,32
98.exe,1855,1919,32
98.exe,3194,1249,32
98.exe,15266,559,32
98.exe,15340,522,32
98.exe,12515,1934,32
98.exe,15242,571,32
98.exe,14519,932,32
98.exe,4042,825,32
98.exe,10849,2765,32
98.exe,11972,2204,32
98.exe,13240,1572,32
98.exe,4509,599,32
98.exe,11594,2393,32
98.exe,5836,38,32
98.exe,2307,1693,32
98.exe,10414,2983,32
98.exe,8220,488,32
98.exe,178,2751,32
98.exe,13671,1356,32
98.exe,6500,1251,32
98.exe,14594,895,32
98.exe,9041,121,32
98.exe,10093,14,32
98.exe,3166,1263,32
98.exe,13525,1429,32
98.exe,11729,2325,32
98.exe,13210,1587,32
98.exe,6080,1408,32
98.exe,14774,805,32
98.exe,3771,961,32
98.exe,12815,1784,32
98.exe,9095,96,32
98.exe,7025,1035,32
98.exe,16353,15,32
98.exe,6451,1261,32
98.exe,5977,1453,32
98.exe,1152,2270,32
98.exe,340,2671,32
98.exe,16101,141,32
98.exe,15661,361,32
98.exe,5936,4,32
98.exe,12079,2150,32
98.exe,8373,418,32
98.exe,3914,889,32
98.exe,2410,1641,32
98.exe,13981,1201,32
98.exe,7766,713,32
98.exe,2008,1842,32
98.exe,15316,534,32
98.exe,8284,458,32
98.exe,3478,1107,32
98.exe,8987,144,32
98.exe,7205,963,32
98.exe,11806,2287,32
98.exe,8388,409,32
98.exe,5762,61,32
98.exe,13696,1344,32
98.exe,13252,1566,32
98.exe,4284,711,32
98.exe,422,2636,32
98.exe,13244,1570,32
98.exe,875,2409,32
98.exe,6466,1258,32
98.exe,721,2486,32
98.exe,9020,130,32
98.exe,7177,975,32
98.exe,5495,158,32
98.exe,10626,2877,32
98.exe,12071,2154,32
98.exe,1781,1956,32
98.exe,7241,948,32
98.exe,14421,981,32
98.exe,7163,980,32
98.exe,978,2357,32
98.exe,12706,1839,32
98.exe,15326,529,32
98.exe,14201,1091,32
98.exe,6954,1057,32
98.exe,7257,942,32
98.exe,8385,412,32
98.exe,11000,2690,32
98.exe,6776,1133,32
98.exe,14479,952,32
98.exe,13485,1449,32
98.exe,6493,1251,32
98.exe,4938,392,32
98.exe,4159,768,32
98.exe,9049,118,32
98.exe,1367,2163,32
98.exe,1844,1924,32
98.exe,10492,2944,32
98.exe,7807,694,32
98.exe,15277,553,32
98.exe,13555,1414,32
98.exe,9774,52,32
98.exe,15872,256,32
98.exe,3946,873,32
98.exe,3028,1332,32
98.exe,14847,768,32
98.exe,7210,961,32
98.exe,9422,16,32
98.exe,1755,1969,32
98.exe,1201,2246,32
98.exe,12755,1814,32
98.exe,15750,317,32
98.exe,4280,713,32
98.exe,1134,2279,32
98.exe,2356,1668,32
98.exe,11232,2574,32
98.exe,13865,1259,32
98.exe,6741,1143,32
98.exe,16043,170,32
98.exe,10572,2904,32
98.exe,8559,326,32
98.exe,13930,1227,32
98.exe,8442,383,32
98.exe,15240,572,32
98.exe,12812,1786,32
98.exe,16120,132,32
98.exe,9405,25,32
98.exe,890,2401,32
98.exe,486,2604,32
98.exe,8721,253,32
98.exe,3315,1189,32
98.exe,10827,2776,32
98.exe,2925,1384,32
98.exe,1194,2249,32
98.exe,12136,2122,32
98.exe,3371,1161,32
98.exe,13381,1501,32
98.exe,14766,809,32
98.exe,5957,1463,32
98.exe,10002,29,32
98.exe,8915,172,32
98.exe,5894,1,32
98.exe,6673,1182,32
98.exe,14247,1068,32
98.exe,11881,2249,32
98.exe,5472,166,32
98.exe,2813,1440,32
98.exe,8684,271,32
98.exe,10277,3049,32
98.exe,987,2353,32
98.exe,547,2573,32
98.exe,13852,1266,32
98.exe,964,2364,32
98.exe,7014,1038,32
98.exe,12881,1751,32
98.exe,221,2732,32
98.exe,15073,655,32
98.exe,12238,2071,32
98.exe,8828,208,32
98.exe,15438,473,32
98.exe,10062,9,32
98.exe,1391,2151,32
98.exe,9434,6,32
98.exe,1400,2146,32
98.exe,11038,2671,32
98.exe,16010,187,32
98.exe,128,2775,32
98.exe,4617,545,32
98.exe,3041,1326,32
98.exe,5120,307,32
98.exe,12750,1817,32
98.exe,2956,1368,32
98.exe,8151,522,32
98.exe,3679,1007,32
98.exe,16149,117,32
98.exe,6637,1194,32
98.exe,6444,1263,32
98.exe,8608,304,32
98.exe,8863,193,32
98.exe,12697,1843,32
98.exe,13738,1323,32
98.exe,13284,1550,32
98.exe,12637,1873,32
98.exe,13209,1587,32
98.exe,2569,1562,32
98.exe,10321,3029,32
98.exe,6245,1344,32
98.exe,6251,1342,32
98.exe,11017,2681,32
98.exe,7476,848,32
98.exe,371,2655,32
98.exe,14651,866,32
98.exe,11655,2362,32
98.exe,14891,746,32
98.exe,4569,573,32
98.exe,1439,2127,32
98.exe,15227,578,32
98.exe,15414,485,32
98.exe,9097,96,32
98.exe,10190,14,32
98.exe,2097,1798,32
98.exe,4952,385,32
98.exe,385,2649,32
98.exe,13255,1564,32
98.exe,13795,1294,32
98.exe,4255,727,32
98.exe,9808,24,32
98.exe,11673,2353,32
98.exe,5982,1451,32
98.exe,6228,1348,32
98.exe,10826,2777,32
98.exe,5565,129,32
98.exe,2573,1560,32
98.exe,12557,1913,32
98.exe,12264,2058,32
98.exe,14504,940,32
98.exe,2977,1358,32
98.exe,6037,1426,32
98.exe,1341,2176,32
98.exe,226,2725,32
98.exe,6724,1152,32
98.exe,11932,2224,32
98.exe,6742,1142,32
98.exe,8267,467,32
98.exe,5276,234,32
98.exe,9382,36,32
98.exe,14050,1167,32
98.exe,6949,1059,32
98.exe,5307,224,32
98.exe,8981,146,32
98.exe,8283,459,32
98.exe,5713,77,32
98.exe,10808,2786,32
98.exe,2125,1784,32
98.exe,12715,1834,32
98.exe,1065,2314,32
98.exe,14246,1069,32
98.exe,6660,1186,32
98.exe,7635,780,32
98.exe,11579,2400,32
98.exe,12717,1833,32
98.exe,10355,3012,32
98.exe,967,2363,32
98.exe,9392,31,32
98.exe,10032,11,32
98.exe,6788,1128,32
98.exe,11051,2664,32
98.exe,15477,453,32
98.exe,10913,2733,32
98.exe,14623,880,32
98.exe,9921,14,32
98.exe,5612,106,32
98.exe,10421,2979,32
98.exe,9613,2,32
98.exe,14327,1028,32
98.exe,6945,1062,32
98.exe,8076,558,32
98.exe,9417,19,32
98.exe,9210,50,32
98.exe,1798,1947,32
98.exe,15407,488,32
98.exe,14616,884,32
98.exe,13004,1690,32
98.exe,14673,855,32
98.exe,1583,2055,32
98.exe,7543,821,32
98.exe,3413,1140,32
98.exe,10033,16,32
98.exe,1516,2088,32
98.exe,13887,1248,32
98.exe,5346,207,32
98.exe,10150,3,32
98.exe,4123,787,32
98.exe,15832,276,32
98.exe,1091,2301,32
98.exe,4310,699,32
98.exe,3034,1329,32
98.exe,10838,2771,32
98.exe,2903,1395,32
98.exe,14472,956,32
98.exe,13120,1632,32
98.exe,9754,71,32
98.exe,269,2707,32
98.exe,491,2600,32
98.exe,827,2433,32
98.exe,6700,1164,32
98.exe,11945,2217,32
98.exe,1003,2345,32
98.exe,5043,347,32
98.exe,10530,2925,32
98.exe,14238,1073,32
98.exe,5661,85,32
98.exe,14816,784,32
98.exe,615,2539,32
98.exe,13753,1315,32
98.exe,1552,2070,32
98.exe,15390,497,32
98.exe,4605,551,32
98.exe,16141,121,32
98.exe,2519,1587,32
98.exe,9875,25,32
98.exe,14725,829,32
98.exe,15081,651,32
98.exe,2406,1643,32
98.exe,5240,250,32
98.exe,11370,2505,32
98.exe,16041,171,32
98.exe,186,2747,32
98.exe,5251,244,32
98.exe,5622,101,32
98.exe,7015,1037,32
98.exe,11681,2349,32
98.exe,13288,1548,32
98.exe,1940,1876,32
98.exe,11534,2423,32
98.exe,14411,986,32
98.exe,12536,1924,32
98.exe,1221,2236,32
98.exe,3141,1276,32
98.exe,16282,51,32
98.exe,3849,922,32
98.exe,7211,960,32
98.exe,4678,515,32
98.exe,3892,900,32
98.exe,1107,2293,32
98.exe,6907,1080,32
98.exe,3512,1090,32
98.exe,14894,745,32
98.exe,9187,58,32
98.exe,2091,1801,32
98.exe,8084,554,32
98.exe,11452,2464,32
98.exe,11255,2562,32
98.exe,15230,577,32
98.exe,6595,1213,32
98.exe,15258,563,32
98.exe,13119,1632,32
98.exe,5340,210,32
98.exe,5252,244,32
98.exe,7144,986,32
98.exe,3257,1218,32
98.exe,10627,2876,32
98.exe,1766,1963,32
98.exe,14280,1052,32
98.exe,7726,733,32
98.exe,8202,495,32
98.exe,2427,1633,32
98.exe,3604,1044,32
98.exe,13916,1234,32
98.exe,7688,752,32
98.exe,2882,1405,32
98.exe,4291,710,32
98.exe,6084,1408,32
98.exe,9037,122,32
98.exe,3475,1109,32
98.exe,11799,2290,32
98.exe,11485,2447,32
98.exe,15910,237,32
98.exe,8166,513,32
98.exe,5985,1449,32
98.exe,14436,974,32
98.exe,4149,773,32
98.exe,14545,919,32
98.exe,5308,224,32
98.exe,3938,877,32
98.exe,9062,113,32
98.exe,12109,2135,32
98.exe,7348,904,32
98.exe,13155,1614,32
98.exe,2397,1648,32
98.exe,13745,1319,32
98.exe,3463,1115,32
98.exe,14055,1164,32
98.exe,2005,1844,32
98.exe,1190,2251,32
98.exe,7792,700,32
98.exe,2380,1656,32
98.exe,13653,1365,32
98.exe,4544,585,32
98.exe,1924,1884,32
98.exe,15783,300,32
98.exe,5942,4,32
98.exe,2706,1493,32
98.exe,2028,1832,32
98.exe,15760,312,32
98.exe,10311,3034,32
98.exe,9334,1,32
98.exe,8085,555,32
98.exe,7689,753,32
98.exe,7236,951,32
98.exe,13029,1677,32
98.exe,12784,1800,32
98.exe,5523,144,32
98.exe,7287,929,32
98.exe,4300,704,32
98.exe,12652,1866,32
98.exe,1813,1940,32
98.exe,1374,2159,32
98.exe,1042,2325,32
98.exe,4832,439,32
98.exe,11779,2300,32
98.exe,16346,19,32
98.exe,16050,167,32
98.exe,9411,22,32
98.exe,195,2742,32
98.exe,5419,182,32
98.exe,11459,2460,32
98.exe,1082,2305,32
98.exe,7914,639,32
98.exe,6849,1108,32
98.exe,3550,1071,32
98.exe,10474,2953,32
98.exe,7389,890,32
98.exe,13932,1226,32
98.exe,4327,691,32
98.exe,15826,279,32
98.exe,12309,2037,32
98.exe,12113,2133,32
98.exe,2914,1389,32
98.exe,8482,364,32
98.exe,4973,377,32
98.exe,13015,1684,32
98.exe,15416,484,32
98.exe,15002,691,32
98.exe,1934,1879,32
98.exe,8176,508,32
98.exe,610,2541,32
98.exe,1632,2030,32
98.exe,6754,1138,32
98.exe,7048,1028,32
98.exe,9082,102,32
98.exe,10467,2956,32
98.exe,5961,1461,32
98.exe,12305,2039,32
98.exe,6870,1099,32
98.exe,2241,1726,32
98.exe,635,2529,32
98.exe,12315,2034,32
98.exe,722,2485,32
98.exe,12339,2022,32
98.exe,11425,2477,32
98.exe,13193,1595,32
98.exe,3434,1129,32
98.exe,15245,569,32
98.exe,5021,360,32
98.exe,8627,294,32
98.exe,9736,82,32
98.exe,3833,930,32
98.exe,916,2388,32
98.exe,3213,1240,32
98.exe,11633,2373,32
98.exe,12702,1841,32
98.exe,10623,2878,32
98.exe,15104,640,32
98.exe,4930,396,32
98.exe,3443,1125,32
98.exe,12406,1989,32
98.exe,11339,2520,32
98.exe,12749,1817,32
98.exe,13994,1195,32
98.exe,7092,1009,32
98.exe,16171,106,32
98.exe,4828,441,32
98.exe,4842,437,32
98.exe,15792,296,32
98.exe,10048,13,32
98.exe,576,2558,32
98.exe,3460,1116,32
98.exe,11706,2337,32
98.exe,1635,2029,32
98.exe,2711,1491,32
98.exe,7381,890,32
98.exe,8562,326,32
98.exe,14568,908,32
98.exe,10933,2723,32
98.exe,271,2706,32
98.exe,12983,1700,32
98.exe,13961,1211,32
98.exe,3195,1249,32
98.exe,11717,2331,32
98.exe,13338,1523,32
98.exe,9018,132,32
98.exe,10428,2976,32
98.exe,5152,292,32
98.exe,7722,735,32
98.exe,966,2363,32
98.exe,13183,1600,32
98.exe,7227,956,32
98.exe,5569,127,32
98.exe,5329,213,32
98.exe,4458,623,32
98.exe,62,2801,32
98.exe,15421,481,32
98.exe,14452,966,32
98.exe,12986,1699,32
98.exe,1327,2183,32
98.exe,2475,1609,32
98.exe,10160,1,32
98.exe,3537,1078,32
98.exe,3739,977,32
98.exe,11237,2571,32
98.exe,10271,3052,32
98.exe,9407,24,32
98.exe,1591,2051,32
98.exe,12342,2021,32
98.exe,2116,1788,32
98.exe,5280,234,32
98.exe,1425,2134,32
98.exe,13336,1524,32
98.exe,8253,473,32
98.exe,8659,282,32
98.exe,10456,2962,32
98.exe,3698,997,32
98.exe,9386,34,32
98.exe,1908,1892,32
98.exe,3180,1256,32
98.exe,11949,2215,32
98.exe,4096,798,32
98.exe,14439,972,32
98.exe,15628,378,32
98.exe,8295,455,32
98.exe,9093,97,32
98.exe,5304,225,32
98.exe,7832,680,32
98.exe,2013,1840,32
98.exe,1971,1861,32
98.exe,10049,7,32
98.exe,11572,2404,32
98.exe,6683,1176,32
98.exe,3648,1022,32
98.exe,2557,1568,32
98.exe,8527,343,32
98.exe,6262,1338,32
98.exe,13886,1249,32
98.exe,12871,1756,32
98.exe,7076,1017,32
98.exe,13656,1364,32
98.exe,16096,144,32
98.exe,13038,1673,32
98.exe,15887,248,32
98.exe,298,2692,32
98.exe,15997,193,32
98.exe,2002,1845,32
98.exe,15210,587,32
98.exe,9388,33,32
98.exe,12896,1744,32
98.exe,7310,920,32
98.exe,10053,11,32
98.exe,4822,444,32
98.exe,6881,1092,32
98.exe,13454,1465,32
98.exe,8716,256,32
98.exe,8045,575,32
98.exe,3782,955,32
98.exe,11831,2274,32
98.exe,8026,583,32
98.exe,8543,335,32
98.exe,1461,2116,32
98.exe,16212,86,32
98.exe,8467,371,32
98.exe,2178,1757,32
98.exe,1731,1981,32
98.exe,15922,231,32
98.exe,10970,2705,32
98.exe,9946,9,32
98.exe,12935,1724,32
98.exe,10858,2761,32
98.exe,4151,772,32
98.exe,7931,632,32
98.exe,289,2697,32
98.exe,2189,1752,32
98.exe,2803,1445,32
98.exe,3383,1155,32
98.exe,4792,459,32
98.exe,9125,86,32
98.exe,2778,1457,32
98.exe,1984,1854,32
98.exe,2845,1424,32
98.exe,15330,527,32
98.exe,14042,1171,32
98.exe,12012,2184,32
98.exe,14532,926,32
98.exe,8694,266,32
98.exe,14353,1015,32
98.exe,13066,1659,32
98.exe,16040,172,32
98.exe,16138,123,32
98.exe,6620,1203,32
98.exe,9840,8,32
98.exe,14666,859,32
98.exe,10368,3006,32
98.exe,4215,743,32
98.exe,3265,1214,32
98.exe,16196,94,32
98.exe,3464,1114,32
98.exe,10529,2925,32
98.exe,7817,689,32
98.exe,10511,2934,32
98.exe,12436,1974,32
98.exe,14806,789,32
98.exe,3254,1219,32
98.exe,13679,1352,32
98.exe,3516,1088,32
98.exe,9032,124,32
98.exe,52,2805,32
98.exe,14207,1088,32
98.exe,7630,781,32
98.exe,6183,1365,32
98.exe,8487,361,32
98.exe,9990,35,32
98.exe,5721,76,32
98.exe,7890,651,32
98.exe,4599,555,32
98.exe,8147,524,32
98.exe,11107,2636,32
98.exe,15642,371,32
98.exe,12271,2054,32
98.exe,16270,57,32
98.exe,10285,3045,32
98.exe,7265,939,32
98.exe,15489,447,32
98.exe,6369,1297,32
98.exe,7937,629,32
98.exe,1336,2178,32
98.exe,5197,271,32
98.exe,3319,1187,32
98.exe,3923,885,32
98.exe,10927,2726,32
98.exe,751,2471,32
98.exe,7366,895,32
98.exe,15228,578,32
98.exe,12893,1745,32
98.exe,13788,1298,32
98.exe,2854,1419,32
98.exe,1595,2049,32
98.exe,4717,499,32
98.exe,1115,2289,32
98.exe,3271,1211,32
98.exe,1387,2153,32
98.exe,16366,9,32
98.exe,718,2487,32
98.exe,12244,2068,32
98.exe,11992,2194,32
98.exe,14810,787,32
98.exe,4059,817,32
98.exe,6085,1407,32
98.exe,10908,2736,32
98.exe,12454,1965,32
98.exe,2584,1554,32
98.exe,6630,1199,32
98.exe,1833,1930,32
98.exe,16116,134,32
98.exe,13079,1652,32
98.exe,16166,109,32
98.exe,4767,472,32
98.exe,14046,1169,32
98.exe,12133,2123,32
98.exe,16093,145,32
98.exe,5962,1461,32
98.exe,13383,1500,32
98.exe,2921,1386,32
98.exe,10554,2913,32
98.exe,2314,1689,32
98.exe,5769,57,32
98.exe,12795,1794,32
98.exe,4258,724,32
98.exe,2223,1735,32
98.exe,8493,358,32
98.exe,6028,1428,32
98.exe,10367,3006,32
98.exe,12218,2081,32
98.exe,12994,1695,32
98.exe,10441,2969,32
98.exe,12086,2147,32
98.exe,11836,2272,32
98.exe,1718,1987,32
98.exe,15178,603,32
98.exe,15098,643,32
98.exe,6243,1346,32
98.exe,3823,935,32
98.exe,10891,2744,32
98.exe,15515,434,32
98.exe,8261,469,32
98.exe,577,2558,32
98.exe,15016,684,32
98.exe,2087,1803,32
98.exe,14175,1104,32
98.exe,6145,1378,32
98.exe,9486,2,32
98.exe,9916,16,32
98.exe,11018,2681,32
98.exe,15130,627,32
98.exe,3137,1278,32
98.exe,9906,19,32
98.exe,12513,1935,32
98.exe,8119,538,32
98.exe,10082,1,32
98.exe,12477,1953,32
98.exe,8021,587,32
98.exe,16086,149,32
98.exe,2444,1624,32
98.exe,5548,135,32
98.exe,15480,452,32
98.exe,12429,1977,32
98.exe,2271,1711,32
98.exe,14522,931,32
98.exe,7978,607,32
98.exe,1316,2188,32
98.exe,6083,1407,32
98.exe,12508,1938,32
98.exe,16351,16,32
98.exe,9761,65,32
98.exe,8231,482,32
98.exe,13918,1233,32
98.exe,863,2415,32
98.exe,15487,448,32
98.exe,8413,399,32
98.exe,7782,705,32
98.exe,6234,1346,32
98.exe,3038,1327,32
98.exe,943,2375,32
98.exe,12811,1786,32
98.exe,13043,1670,32
98.exe,15331,526,32
98.exe,5100,315,32
98.exe,10144,1,32
98.exe,9063,112,32
98.exe,12695,1844,32
98.exe,5886,19,32
98.exe,14108,1138,32
98.exe,7278,933,32
98.exe,7717,739,32
98.exe,12980,1702,32
